source,target
Boron nitride nanosheet,Intercalation (chemistry)
Boron nitride nanosheet,Van der Waals force
Ferecrystals,Epitaxy
Germanene,Scanning tunneling microscope
Goldene,Single-layer materials
Goldene,Van der Waals force
Graphene,Andre Geim
Graphene,Atomic force microscopy
Graphene,Carbon (journal)
Graphene,Epitaxy
Graphene,Graphane
Graphene,Graphene
Graphene,Hydrophobe
Graphene,Konstantin Novoselov
Graphene,Mildred Dresselhaus
Graphene,Multi-parametric surface plasmon resonance
Graphene,Nanoelectromechanical systems
Graphene,National Graphene Institute
Graphene,Photoresist
Graphene,Quantum Hall effect
Graphene,Scanning probe microscopy
Graphene,Single-layer materials
Graphene,Spintronics
Graphene,Surface Science (journal)
Graphene,Thin film
Graphene,Ultrahydrophobicity
Graphene,Van der Waals force
Graphene boron nitride nanohybrid materials,Stacking (chemistry)
Graphyne,Carbon (journal)
Magnetic 2D materials,Single-layer materials
Peptoid nanosheet,Langmuir–Blodgett film
Peptoid nanosheet,Nanosheet
Silicene,2D silica
Silicene,Germanene
Silicene,Plumbene
Silicene,Scanning tunneling microscope
Silicene,Self-assembly
Silicene,Stacking (chemistry)
Silicene,Stanene
Titanate nanosheet,Intercalation (chemistry)
Two-dimensional semiconductor,Graphene
Biofabrication (journal),Organ-on-a-chip
Biomedical Materials (journal),Joyce Wong
Nano Biomedicine and Engineering,Nanotechnology
Nanomedicine (Elsevier journal),ACS Nano
Nanomedicine (Elsevier journal),Journal of Biomedical Nanotechnology
Nanomedicine (Elsevier journal),Nanomedicine
Nanomedicine (Elsevier journal),Nanotoxicology
Nanomedicine (Future Medicine journal),Nanomedicine
Precision Nanomedicine,Lajos Balogh (scientist)
ACS Applied Nano Materials,Nanomaterials
ACS Photonics,Nanophotonics
Advanced Functional Materials,Advanced Materials
Advanced Functional Materials,Small (journal)
Beilstein Journal of Nanotechnology,Nanotechnology
IEEE Transactions on Nanotechnology,Nanotechnology
"Journal of Micro/Nanopatterning, Materials, and Metrology",Microlithography
Journal of Nanophotonics,Nanophotonics
Journal of Nanoscience and Nanotechnology,Nanotechnology
The Journal of Physical Chemistry C,Nanoparticle
Lab on a Chip (journal),Lab-on-a-chip
Lab on a Chip (journal),Nanotechnology
Nano Energy,Nanotechnology
Nano Letters,Nanotechnology
Nano Letters,Teri W. Odom
Nature Nanotechnology,Nanotechnology
Plasmonics (journal),Plasmonics
Engines of Creation,Drexler–Smalley debate on molecular nanotechnology
Engines of Creation,K. Eric Drexler
Engines of Creation,Molecular nanotechnology
Engines of Creation,Richard Feynman
Engines of Creation,Richard Smalley
Engines of Creation,There's Plenty of Room at the Bottom
Bipolar magnetic semiconductor,Spin polarization
Center for Quantum Spintronics,Electric charge
Center for Quantum Spintronics,Electron
Center for Quantum Spintronics,Spintronics
Michael Coey,Spintronics
Dresselhaus effect,Rashba effect
Dresselhaus effect,Spin–orbit interaction
Electron,Cooper pair
Electron,Electron
Electron,Electron-beam lithography
Electron,Pauli exclusion principle
Electron,Positronium
Electron,Richard Feynman
Electron,Spintronics
Electron,Stern–Gerlach experiment
Extraordinary magnetoresistance,Colossal magnetoresistance
Extraordinary magnetoresistance,Giant magnetoresistance
Flux pumping,Cooper pair
Germanium-vacancy center in diamond,Nanotechnology
Giant magnetoresistance,Graphene
Giant magnetoresistance,Spin valve
Giant magnetoresistance,Tunnel magnetoresistance
Heusler compound,Half-metal
Heusler compound,Molecular-beam epitaxy
Heusler compound,Pulsed laser deposition
Magnetic semiconductor,Hideo Ohno
Magneto-electric spin-orbit,Spin transistor
Magneto-electric spin-orbit,Spin-transfer torque
Magneto-electric spin-orbit,Spin–orbit interaction
Magnetoresistance,Colossal magnetoresistance
Magnetoresistance,Extraordinary magnetoresistance
Magnetoresistance,Giant magnetoresistance
Magnetoresistance,Spin–orbit interaction
Magnetoresistance,Tunnel magnetoresistance
Magnetoresistive RAM,90 nm process
Magnetoresistive RAM,Giant magnetoresistance
Magnetoresistive RAM,Magnetoresistance
Magnetoresistive RAM,Nano-RAM
Magnetoresistive RAM,Spin valve
Magnetoresistive RAM,Spin-transfer torque
Magnetoresistive RAM,Tunnel magnetoresistance
Nitrogen-vacancy center,Nature Nanotechnology
Nitrogen-vacancy center,Nitrogen-vacancy center
Nitrogen-vacancy center,Scanning thermal microscopy
Stuart Parkin,Magnetoresistive RAM
Stuart Parkin,Racetrack memory
Positronium,Quantum electrodynamics
Racetrack memory,Giant magnetoresistance
Racetrack memory,Magnetoresistive RAM
Racetrack memory,Spin transistor
Racetrack memory,Spintronics
Racetrack memory,Stuart Parkin
Rashba effect,MacDiarmid Institute for Advanced Materials and Nanotechnology
Rashba effect,Rashba–Edelstein effect
Rashba effect,Spintronics
Rashba–Edelstein effect,Dresselhaus effect
Rashba–Edelstein effect,Rashba effect
Rashba–Edelstein effect,Spin Hall effect
Rashba–Edelstein effect,Spintronics
Rashba–Edelstein effect,Spin–orbit interaction
Sasikanth Manipatruni,14 nm process
Sasikanth Manipatruni,2 nm process
Sasikanth Manipatruni,22 nm process
Sasikanth Manipatruni,Paul McEuen
Sasikanth Manipatruni,Photonic integrated circuit
Sasikanth Manipatruni,Silicon photonics
Sasikanth Manipatruni,Spin Hall effect
Sasikanth Manipatruni,Spintronics
Sasikanth Manipatruni,Spin–orbit interaction
Silicon-vacancy center in diamond,Chemical vapor deposition
Silicon-vacancy center in diamond,Nanophotonic resonator
Silicon-vacancy center in diamond,Spin–orbit interaction
Spin engineering,Giant magnetoresistance
Spin engineering,Graphene
Spin engineering,Heusler compound
Spin engineering,Pauli exclusion principle
Spin engineering,Racetrack memory
Spin engineering,Spin Hall effect
Spin engineering,Spin pumping
Spin engineering,Spin transistor
Spin engineering,Spin valve
Spin engineering,Stern–Gerlach experiment
Spin engineering,Tunnel magnetoresistance
Spin Hall effect,Quantum spin Hall effect
Spin Hall effect,Spin Nernst Effect
Spin Nernst Effect,Spin Hall effect
Spin polarization,Magnetic semiconductor
Spin pumping,Spin Hall effect
Spin transistor,Magnetoresistive RAM
Spin–orbit interaction,Dresselhaus effect
Spin–orbit interaction,Pauli exclusion principle
Spin–orbit interaction,Rashba effect
Spin-transfer torque,Magnetoresistive RAM
Spin-transfer torque,Rusnano
Spin-transfer torque,Spintronics
Spin-transfer torque,Tunnel magnetoresistance
Spinterface,Giant magnetoresistance
Spinterface,Magnetoresistive RAM
Spinterface,Molecular electronics
Spinterface,OLED
Spinterface,Organic semiconductor
Spinterface,Rashba effect
Spinterface,Spin valve
Spinterface,Spintronics
Spinterface,Tunnel magnetoresistance
Superconductivity,Carbon nanotube
Superconductivity,Cooper pair
Superconductivity,Electron
Superconductivity,Leo Esaki
Superconductivity,Quantum Hall effect
Superlattice,Leo Esaki
Superlattice,Physical vapor deposition
Superlattice,Tube-based nanostructure
Tunnel magnetoresistance,Giant magnetoresistance
Tunnel magnetoresistance,Magnetoresistance
Tunnel magnetoresistance,Magnetoresistive RAM
Tunnel magnetoresistance,Spin-transfer torque
The Machine (computer architecture),Photonic integrated circuit
Clathrate compound,Dianin's compound
Clathrate compound,Host–guest chemistry
Clathrate compound,Molecular tweezers
Antimonide bromide,Clathrate compound
Clathrate gun hypothesis,Clathrate compound
Dianin's compound,Clathrate compound
Crown ether,12-Crown-4
Crown ether,15-Crown-5
Crown ether,18-Crown-6
Crown ether,21-Crown-7
Crown ether,Cryptand
Crown ether,Hydrogen bond
Crown ether,Hydrophobe
Crown ether,Metallacrown
9-Crown-3,"1,4-Dioxane"
12-Crown-4,Crown ether
18-Crown-6,Dibenzo-18-crown-6
"1,4-Dioxane",9-Crown-3
Metallacrown,12-Crown-4
Metallacrown,15-Crown-5
Ferrocene-containing dendrimers,Dendrimer
Metallodendrimer,Ferrocene-containing dendrimers
Intermolecular force,Buckingham potential
Intermolecular force,Force field (chemistry)
Intermolecular force,Hamaker theory
Intermolecular force,Hydrogen bond
Intermolecular force,Hydrophobic effect
Intermolecular force,Intermolecular force
Intermolecular force,Ionic bonding
Intermolecular force,Lennard-Jones potential
Intermolecular force,London dispersion force
Intermolecular force,Mie potential
Intermolecular force,Pair potential
Intermolecular force,Van der Waals force
Adhesion,Cohesion (chemistry)
Adhesion,Hamaker constant
Adhesion,London dispersion force
Adhesion,Mechanically interlocked molecular architectures
Adhesion,Synthetic setae
Buckingham potential,Force field (chemistry)
Buckingham potential,Lennard-Jones potential
Buckingham potential,Pauli exclusion principle
Cohesion (chemistry),Adhesion
Cohesion (chemistry),Intermolecular force
Combining rules,Buckingham potential
Combining rules,Lennard-Jones potential
Combining rules,Mie potential
Dispersive adhesion,Adhesion
Dispersive adhesion,Intermolecular force
Flowability,Cohesion (chemistry)
Force field (chemistry),Drude model
Force field (chemistry),Hamaker constant
Force field (chemistry),Intermolecular force
Force field (chemistry),Jacob Israelachvili
Force field (chemistry),Lennard-Jones potential
Force field (chemistry),Mie potential
Force field (chemistry),Molecular mechanics
Halogen bond,Kelvin probe force microscope
Hamaker constant,Hamaker theory
Hamaker constant,Van der Waals force
Hellmann–Feynman theorem,Richard Feynman
Hellmann–Feynman theorem,Van der Waals force
Hydrophile,Hydrophobicity scales
Hydrophile,Ultrahydrophobicity
Hydrophobe,Advanced Materials
Silicon organic water repellent,Hydrophile
Silicon organic water repellent,Hydrophobe
Silicon organic water repellent,Hydrophobic effect
Silicon organic water repellent,Hydrophobicity scales
Silicon organic water repellent,Superhydrophobic coating
Interbilayer forces in membrane fusion,Hamaker constant
Interbilayer forces in membrane fusion,Hydrophobic effect
Interbilayer forces in membrane fusion,Surface forces apparatus
Interface force field,Force field (chemistry)
Interface force field,Lennard-Jones potential
Lennard-Jones potential,Buckingham potential
Lennard-Jones potential,Force field (chemistry)
Lennard-Jones potential,London dispersion force
Lennard-Jones potential,Mie potential
Lennard-Jones potential,Molecular mechanics
Lennard-Jones potential,Morse/Long-range potential
Lennard-Jones potential,Pair potential
London dispersion force,Hamaker constant
London dispersion force,Pauli exclusion principle
Mie potential,Force field (chemistry)
Mie potential,Lennard-Jones potential
Mie potential,London dispersion force
Mie potential,Surface tension
Molecular mechanics,Force field (chemistry)
Molecular mechanics,Lennard-Jones potential
Morse/Long-range potential,Lennard-Jones potential
Optical contact bonding,Adhesion
Optical contact bonding,MEMS
Optical contact bonding,Silicon on insulator
Pair potential,Buckingham potential
Pair potential,Lennard-Jones potential
Pair potential,Mie potential
Pnictogen bond,Halogen bond
Pnictogen bond,London dispersion force
Pnictogen bond,Sigma hole interactions
Surface forces apparatus,Jacob Israelachvili
Surface tension,Cohesion (chemistry)
Surface tension,Hydrophobic effect
Surface tension,Van der Waals force
Ultrahydrophobicity,Hydrophobe
Ultrahydrophobicity,Hydrophobicity scales
Ultrahydrophobicity,Lotus effect
Ultrahydrophobicity,Superhydrophobic coating
Van der Waals force,Cohesion (chemistry)
Van der Waals force,Hamaker constant
Van der Waals force,Intermolecular force
Van der Waals force,Lennard-Jones potential
Van der Waals force,London dispersion force
Van der Waals force,Nano tape
Van der Waals force,Pauli exclusion principle
Van der Waals force,Synthetic setae
Van der Waals force,Van der Waals radius
Van der Waals force,Van der Waals surface
Van der Waals surface,Van der Waals force
Membrane topology,Protein topology
Protein topology,Circuit topology
Protein topology,Membrane topology
Residual topology,Mechanically interlocked molecular architectures
Covalent organic framework,ACS Applied Nano Materials
Covalent organic framework,Dynamic covalent chemistry
Covalent organic framework,Scanning tunneling microscope
Covalent organic framework,Stacking (chemistry)
Thin-film solar cell,Amorphous silicon
Thin-film solar cell,Black silicon
Thin-film solar cell,Cadmium telluride photovoltaics
Thin-film solar cell,Dye-sensitized solar cell
Thin-film solar cell,Epitaxy
Thin-film solar cell,Perovskite solar cell
Thin-film solar cell,Plasmonic solar cell
Thin-film solar cell,Quantum dot solar cell
Amorphous silicon,Anwell Technologies
Amorphous silicon,Atomic layer deposition
Amorphous silicon,Cadmium telluride photovoltaics
Amorphous silicon,Chemical vapor deposition
Amorphous silicon,Nanoparticle
Amorphous silicon,Physical vapor deposition
Amorphous silicon,Plasma-enhanced chemical vapor deposition
Amorphous silicon,Protocrystalline
Amorphous silicon,Sputter deposition
Amorphous silicon,Thin-film transistor
Anwell Technologies,OLED
Black silicon,Small (journal)
Dye-sensitized solar cell,Luminescent solar concentrator
Dye-sensitized solar cell,Perovskite solar cell
Perovskite solar cell,Charge-transfer complex
Perovskite solar cell,Dye-sensitized solar cell
Perovskite solar cell,Multiple exciton generation
Perovskite solar cell,Nanocrystal solar cell
Perovskite solar cell,Perovskite nanocrystal
Perovskite solar cell,Quantum dot
Perovskite solar cell,Self-assembled monolayer
Perovskite solar cell,Single-layer materials
Perovskite solar cell,Spin coating
Perovskite solar cell,Van der Waals force
Protocrystalline,Amorphous silicon
Atomic layer deposition,Atomic layer epitaxy
Atomic layer deposition,Chemical vapor deposition
Atomic layer deposition,OLED
Atomic layer epitaxy,Atomic layer deposition
Atomic layer epitaxy,Chemical vapor deposition
Manuel Bibes,Centre for Nanosciences and Nanotechnologies
Manuel Bibes,Magneto-electric spin-orbit
Manuel Bibes,Tunnel junction
Cathodic arc deposition,Ion beam deposition
Cathodic arc deposition,Physical vapor deposition
Chemical beam epitaxy,Chemical vapor deposition
Chemical beam epitaxy,Epitaxy
Chemical vapor deposition,Atomic layer epitaxy
Chemical vapor deposition,Combustion chemical vapor deposition
Chemical vapor deposition,Epitaxy
Chemical vapor deposition,Hybrid physical–chemical vapor deposition
Chemical vapor deposition,Ion plating
Chemical vapor deposition,Laser chemical vapor deposition
Chemical vapor deposition,Microfabrication
Chemical vapor deposition,Plasma-enhanced chemical vapor deposition
Chemical vapor deposition,Virtual metrology
Combustion chemical vapor deposition,Atomic layer deposition
Combustion chemical vapor deposition,Chemical vapor deposition
Combustion chemical vapor deposition,Physical vapor deposition
Combustion chemical vapor deposition,Plasma-enhanced chemical vapor deposition
Diamond-like carbon,Cathodic arc deposition
Diamond-like carbon,Chemical vapor deposition
Diamond-like carbon,Nanotechnology
Diamond-like carbon,Scanning tunneling microscope
Diamond-like carbon,Thin film
Dip-coating,Nanoparticle deposition
Dip-coating,Spin coating
Epitaxy,Band-gap engineering
Epitaxy,Chemical beam epitaxy
Epitaxy,Chemical vapor deposition
Epitaxy,Frank–Van der Merwe growth
Epitaxy,Island growth
Epitaxy,Molecular-beam epitaxy
Epitaxy,Nano-RAM
Epitaxy,Silicon on sapphire
Epitaxy,Stranski–Krastanov growth
Epitaxy,Thermal laser epitaxy
Epitaxy,Thin film
Epitaxy,Wake Shield Facility
Evaporation,Thin film
Evaporation (deposition),Quantum well
Evaporation (deposition),Scanning tunneling microscope
Focused ion beam,Richard Feynman
Hybrid physical–chemical vapor deposition,Chemical vapor deposition
Hybrid physical–chemical vapor deposition,Evaporation (deposition)
Hybrid physical–chemical vapor deposition,Physical vapor deposition
Hydride vapour-phase epitaxy,Metalorganic vapour-phase epitaxy
Ion beam,Focused ion beam
Ion beam,Nanofluidics
Ion beam,Photomask
Ion layer gas reaction,Chemical bath deposition
Ion plating,Physical vapor deposition
Ion plating,Sputter deposition
Island growth,Stranski–Krastanov growth
Lely method,Sublimation sandwich method
Low-energy plasma-enhanced chemical vapor deposition,Chemical vapor deposition
Low-energy plasma-enhanced chemical vapor deposition,Epitaxy
Low-energy plasma-enhanced chemical vapor deposition,Plasma-enhanced chemical vapor deposition
Metalorganic vapour-phase epitaxy,Atomic layer deposition
Molecular layer deposition,Atomic force microscopy
Molecular layer deposition,Covalent organic framework
Molecular layer deposition,Grazing-incidence small-angle scattering
Molecular layer deposition,Thin film
Molecular-beam epitaxy,Nature Nanotechnology
Molecular-beam epitaxy,Pulsed laser deposition
Molecular-beam epitaxy,Quantum well
Molecular-beam epitaxy,Scanning tunneling microscope
Molecular-beam epitaxy,Stranski–Krastanov growth
Molecular-beam epitaxy,Vacuum deposition
Molecular-beam epitaxy,Wetting layer
Physical vapor deposition,Cathodic arc deposition
Physical vapor deposition,Close-space sublimation
Physical vapor deposition,Electron-beam physical vapor deposition
Physical vapor deposition,Evaporation (deposition)
Physical vapor deposition,Pulsed laser deposition
Physical vapor deposition,Sputter deposition
Physical vapor deposition,Sublimation sandwich method
Physical vapor deposition,Thermal laser epitaxy
Sequential infiltration synthesis,Nanostructure
Silicon on sapphire,Epitaxy
Silicon on sapphire,Silicon on insulator
Sol–gel process,Nanoparticle
Sol–gel process,Ormosil
Sol–gel process,Pechini process
Sputter deposition,Diamond-like carbon
Sputter deposition,Evaporation (deposition)
Sputter deposition,Pulsed laser deposition
Sputter deposition,Thin film
Sputtering,Sputter deposition
Sublimation sandwich method,Epitaxy
Sublimation sandwich method,Lely method
Thermal barrier coating,Thermal spraying
Thermal spraying,Thin film
Tinning,Plating
Tinplate,Plating
Vacuum deposition,Cathodic arc deposition
Vacuum deposition,Evaporation (deposition)
Vacuum deposition,Ion plating
Vacuum deposition,Molecular vapor deposition
Vacuum deposition,Spin coating
Vacuum deposition,Sputter deposition
Vacuum deposition,Thin-film solar cell
Vacuum evaporation,OLED
Vacuum evaporation,Vacuum deposition
FlexEnable,Organic field-effect transistor
Flexible display,AMOLED
Flexible display,Human Media Lab
Flexible display,OLED
Flexible display,Organic field-effect transistor
Flexible display,Organic user interface
Flexible display,Plastic Logic
Flexible display,Thin-film transistor
Organic user interface,Flexible display
Organic user interface,Flexible organic light-emitting diode
Plastic Logic,FlexEnable
Plastic Logic,Flexible display
Plastic Logic,Human Media Lab
Plastic Logic,Rusnano
Xiaomi Mi MIX Alpha,AMOLED
Anti-scratch coating,Diamond-like carbon
Anti-scratch coating,Nanomaterials
Anti-scratch coating,Nanotribology
Optical coating,Chemical vapor deposition
Optical coating,Diamond-like carbon
Optical coating,Structural coloration
Smart glass,Claes-Göran Granqvist
Smart glass,Hydrophile
Smart glass,Nanocrystalline material
Thin-film interference,Refractive index and extinction coefficient of thin film materials
Thin-film interference,Structural coloration
